stat121,0
mathematics11c,0
ba114.1,0
socsci5,0
ma212,0
ft14,0
stat105,0
english11a,0
physics52.1,0
ilp208,0
ms42,0
chem17,0
ocean298,0
polsci178,0
bio260,0
ft102,0
chem117,0
math183,0
ft15,0
ft200,0
psych10,1
lit121,0
stat150,0
p210.1,0
ft110,0
ph199,0
philo1,0
hist168,0
fish306,0
lit160,0
bio296,0
es12,0
psych148,0
fish147,0
cms132,0
cms137,0
anthro181,0
fish116,0
fish298(fpt),0
cms111,0
ft150,0
geog171,0
fish217,0
cms141,0
fish241,0
cmsc151,0
socialscience11a,0
mgt183,0
fil12,0
socialscience11f,0
cms115,0
lit161,0
polsci197,0
p.e.11b,0
ba119,0
polsci160,0
socsci10,0
bot182,0
fish102,0
bio199,0
econ11,0
physics21,0
ph177,0
fish198-ia,0
psych118,0
ba179,0
lit200,0
ocean230,0
cmsc192,0
bio196,0
ba199,0
cms105,0
fish315,0
lit140,0
socsci101,0
che123,0
bio20,0
cmsc137,0
pi100,3
chem33,0
fish205,0
stat131,0
bot121,0
psych195,0
chem115,0
lit130,0
ph162,0
cms11,0
econ106,0
ft122,0
ba183.2,0
bio120.1,0
ba167,0
mgt115,0
cmsc130,0
fish400,0
psych150,0
cms196,0
cms142,0
chem182,0
hist199,0
fish258,0
fish221,0
math131,0
ocean240,0
fish200(ifpt),0
stat138,0
physics71,0
socsci2,0
che132,0
chem31.1,0
fish200(imfo),0
ocean246,0
fil11,0
math154,0
che31,0
ba122,0
computerstudies11,0
math153,0
fish226,0
ba164,0
p231,0
econ141,0
socio101,0
fish318,0
cms122,0
cms134,0
ph184,0
cmsc56,0
cms125,0
ba99.1,0
cmsc198.1,0
ba190,0
ba120.1,0
bio300,0
bio237,0
lit3,0
econ171,0
ens11,0
fish247,0
chem31,0
cmsc125,0
econ153,0
cms100,0
che171,0
cms102,0
fish303,0
math196,0
ba118.2,0
che198,0
math140,0
psych101,2
ph172,0
math174,0
polsci150,0
fish224,0
socsci199.1,0
stat111,0
cd11,0
cms197,0
stat110,0
zoo120,0
bio10,0
psych185,0
cms143,0
es13,0
hist100,0
psych182,0
fish308,0
ft130,0
fish101,0
ba117,0
polsci14,0
ocean272,0
che136,0
hist112,0
math11,0
p214,0
bio221,0
sts40,0
fish198-imfo,0
ba116,0
zoo120.1,0
ocean279,0
lit111,0
ba181,0
fish236,0
polsci196,0
socialscience11d,0
chem11,0
ba170,0
envisci10,0
ph101,0
aquasci16,0
fish208,0
cmsc198.2,3
polsci177,0
chem185,0
fish198-ifpds,0
math100,0
econ115,0
ba142,0
ph195,0
stat122,1
ba141,0
cmsc131,0
cms103,0
stat140,0
socsci199.2,0
ft11,0
cmsc162,0
math121,0
mcb204,0
ph141,0
fish238,0
fish246,0
ft180,0
pm142,0
bot111.1,0
che125,0
mgt141,0
math101,0
che172,0
mgt161,0
physics52,0
fish155,0
math53,0
pm113,0
mgt181,0
econ199.1,0
stat129,0
polsci164,0
fish119,0
econ174,0
cms107,0
mathematics11b,0
fish148,0
fish316,0
psych115,0
che133,0
cmsc132,0
math108,0
psych180,0
mgt104,0
physics51,0
pm135,0
physics75,0
math184,0
biology11,0
es26,0
natsci1,0
philo171,0
ba127,0
mathematics11d,0
ph151,0
econ131,0
lit131,0
cmsc22,0
mps10,0
bio140,0
math128,0
ba183.1,0
fish302,0
polsci182,0
ba99.2,0
stat104,0
zoo102.1,0
foodtechnology11,0
cd199.1,0
ba129,0
fish307,0
ft101,0
ft125,0
polsci193,0
fil10,0
ee6,0
hist1,0
ilp205,0
physics72.1,0
hist116,0
math19,0
fish137,0
fish109,0
math114,1
fish290(ia),0
ocean273,0
fish313,0
ph180,0
ft111,0
bio241,0
english11b,0
es11,0
mgt186,0
che142,0
polsci176,0
chem153,0
cl101,0
ba162,0
cl105,0
mathematics11a,0
peandhealth11a,0
filipino11a,0
socialscience11g,0
psych155,0
mgt142,0
bio291,0
lit151,0
econ172,0
fish310,0
pe1,0
research11,0
econ198,0
cmsc126,0
ft154,0
che131,0
mgt170,0
fish240,0
econ121,0
psych171,0
psych199.2,0
ph131,0
hist151,0
cd129,0
chem190,0
math1,0
cmsc124,0
it102,0
fish107,0
fish290(fb),0
fish150,0
fish154,0
psych108,0
ft175,0
fish218,0
econ199.2,0
fish300(fpt),0
stat132,0
polsci183,0
ocean220,0
cms121,0
cmsc142,0
stat197,0
fabm11,0
che140,0
fish311,0
chem23,0
bio1,0
geo11,0
math173,0
physics73.1,0
chem181,0
socio165,0
che124,0
ocean241,0
ba145,0
fish151,0
cmsc57,0
math178,0
physics72,0
ph147,0
fish140,0
cms123,0
speech136,0
cms145,0
stat141,0
cd151,0
cms154,0
cms159,0
eng1,0
econ177,0
cms101,0
cmsc197,5
psych162,0
physics51.1,0
cd180,0
ph122,0
econ109,0
fish223,0
mgt199,0
p299,0
fish191,0
fish220,0
ft195,0
ba184.2,0
chem28,0
cmsc170,3
socialscience11e,0
socio132,0
econ191,0
math123,0
ba175,0
bio189,0
mgt187,0
ms32,0
socsci1,1
mgt197,0
hist2,0
ilp206,0
