2016-2017,2,Bot 111,Miagao,Lec,R103,1,M Th,10:00-11:30,3,20,"PAGUNTALAN,D",
2016-2017,2,Bot 111,Miagao,Lec,R112,2,M Th,7:00-8:30,3,17,"PAGUNTALAN,D",
2016-2017,2,Bot 111.1,Miagao,Lab,R119,1,M Th,1:00-4:00,2,10,"PAGUNTALAN,D",
2016-2017,2,Bot 111.1,Miagao,Lab,R119,2,W,7:00-1:00,2,14,"PAGUNTALAN,D",
2016-2017,2,Bot 111.1,Miagao,Lab,R119,3,W,1:00-7:00,2,13,"PAGUNTALAN,D",
2016-2017,2,Bot 121,Miagao,Lab,R119,2,T F,1:00-4:00,5,18,"CUADRA,M",
2016-2017,2,Bot 121,Miagao,Lec,R112,1,M Th,2:30-4:00,5,39,"KATALBAS,M",
2016-2017,2,Bot 121,Miagao,Lab,R119,1,T F,10:00-1:00,5,21,"CUADRA,M",
2016-2017,2,Bot 182,Miagao,Lec,R103,1,W,1:00-4:00,3,39,"KATALBAS,M",
2016-2017,1,CD 101,Miagao,Lec,AV 105,1,M Th,7:00-8:30,3,35,"FIRMASE,J",
2016-2017,2,CD 11,Miagao,Lec,AVR-CUB,1,M Th,8:30-10:00,3,35,"FIRMASE,J",
2016-2017,1,CD 110,Miagao,Lec,R110,1,T F,8:30-10:00,3,35,"FERNANDEZ,P",
2016-2017,2,CD 122,Miagao,Lec,AVR-CUB,1,M Th,10:00-11:30,3,35,"FIRMASE,J",
