chem14, Elementary Inorganic and Organic Chemistry, 5.0
chem28.1, Quantitative Inorganic Analysis Laboratory, 2.0
chem31, Elementary Organic Chemistry, 3.0
chem31.1, Elementary Organic Chemistry Laboratory, 2.0
chem40, Elementary Biochemistry, 3.0
chem40.1, Elementary Biochemistry Laboratory, 2.0
