ce21, Statistics, 3.0
che171, Introduction to Chemical Engineering, 3.0
che173, Industrial Pollution Control, 3.0
che197, Special Topics, 3.0
che198, Special Problem, 3.0
chem40, Elementary Biochemistry, 3.0
