psych108, Filipino Psychology, 3.0
psych135, Perception, 3.0
psych145, Psychology of Language, 3.0
psych148, Cognitive Psychology, 3.0
psych171, Child Psychology, 3.0
psych182, Group Processes, 3.0
psych183, Psychology of Interpersonal & Group Communication, 3.0
psych185, Industrial Psychology, 3.0
psych186, Design & Administration of Training Program, 3.0
psych195, Special Topics in Psychology: LGBT, 3.0
